docid,title,text,subject,predicate,object,relation_present,basic_relation,template_relation,llm_relation,llm_clean_gpt51_he_triplet_0s_nc,llm_raw_gpt51_he_triplet_0s_nc,llm_clean_gpt51_he_triplet_5s_nc,llm_raw_gpt51_he_triplet_5s_nc,llm_clean_gpt51_en_triplet_0s_nc,llm_raw_gpt51_en_triplet_0s_nc,llm_clean_gpt51_en_triplet_5s_nc,llm_raw_gpt51_en_triplet_5s_nc
2326296,חפר אל-באטן,"חפר אל-באטן (בערבית: حفر الباطن) היא עיר במחוז א-שרקייה בצפון-מזרח ערב הסעודית. העיר ממוקמת כ-430 קילומטרים צפונית לריאד, ובקרבת משולש הגבולות עם כווית ועיראק. חפר אל-באטן שוכנת בעמק היבש של ואדי אל-באטן, שהוא חלק מהעמק הארוך יותר של הנהר ואדי אל-רומה, המוביל פנימה לכיוון אל-מדינה ובעבר נשפך למפרץ הפרסי. על פי מפקד האוכלוסין האחרון משנת 2022, התגוררו בעיר 387,096 בני אדם.
לפי שיטת קפן, האקלים בעיר הוא אקלים צחיח.
==היסטוריה==
ב, חפר אל-באטן היוותה נתיב במדבר שדרכו עברו עולי רגל בנסיעה למכה לחג'. באותה תקופה לא היו מים זמינים בחבל ארץ זה, ולכן עולי הרגל נסעו מאזור עיראק למכה במסלול ארוך ללא מים. בתקופת שלטונו של עות'מאן בן עפאן (644–656), עולי רגל רבים התלוננו על המחסור במים, ואבו מוסא אל-אשערי, בן לווייתו של מוחמד, דאג לחפור בארות חדשות לאורך הנתיב באזור חאפר אל-בטין. חפירת הבארות הניעה את פיתוח האזור.",ערב הסעודית,חלוקה משנית,מחוז,1,ערב הסעודית חלוקה משנית מחוז,מחוז הוא חלוקה משנית של ערב הסעודית,ערב הסעודית מחולקת למחוזות.,1,כן,1,כן,1,yes,1,yes
1815303,יליזבטה יאנקובסקאיה,"יליזבטה יאנקובסקאיה (ברוסית: Елизаве́та Янковская; נולדה ב-1 במאי 1995, במוסקבה, רוסיה) היא שחקנית תיאטרון וקולנוע רוסייה. בתו של הבמאי פיליפ יאנקובסקי.
== פילמוגרפיה ==
== משפחתה ==
אביה הוא השחקן והבמאי פיליפ יאנקובסקי והיא אחותו הצעירה של איוואן יאנקובסקי. סבם היה השחקן אולג יאנקובסקי ודודה הוא רוסטיסלב יאנקובסקי.
קטגוריה:מוסקבה: אישים
קטגוריה:שחקניות תיאטרון רוסיות
קטגוריה:רוסיות שנולדו ב-1995",מוסקבה,בירה של,רוסיה,0,מוסקבה בירה של רוסיה,מוסקבה היא הבירה של רוסיה,מוסקבה היא בירת רוסיה.,0,לא,0,לא,0,no,0,no
1065520,בוב מנספילד,"בוב מנספילד (באנגלית: Bob Mansfield) הוא סגן הנשיא הבכיר לטכנולוגיה בחברת אפל.
== חייו ==
מנספילד קיבל תואר BSEE מאוניברסיטת טקסס בשנת 1982. לאחר מכן הוא המשיך למלא תפקיד של מנהל בכיר בחברת SGI ותפקיד של סגן נשיא להנדסה בחברת Raycer Graphics, שנרכשה על ידי אפל בשנת 1999. בעקבות הרכישה, מנספילד נשאר עם אפל כדי למלא תפקידו החדש בתור סגן הנשיא הבכיר להנדסת חומרה במק, ופיקוח על צוותים שאחראיים של מוצרים כמו iMac ו-מקבוק.
בחודש אוגוסט 2010, מנספילד השתלט על העמדה להנדסת חומרת התקנים לאחר התפטרותו של מארק פייפרמאסטר. למרות שאפל הודיעה על פרישתו של בוב מנספילד ב-28 ביוני 2012, היא הודיעה ב-27 באוגוסט 2012 שמנספילד יישאר בחברה, ויעבוד על ""פרויקטים עתידיים"" ועם דיווחים למנכ""ל טים קוק. אפל הכריזה ב-29 באוקטובר 2012 כי מנספילד לקח על עצמו תפקיד חדש באפל כסגן נשיא בכיר לטכנולוגיה. כמו כן, בחברת אפל מנספילד אחראי לכל הקשור לרשת האלחוטית והתקשורת האלחוטית במכשירים של החברה.",בוב מנספילד,מעסיק,אפל,1,בוב מנספילד מעסיק אפל,המעסיק של בוב מנספילד הוא אפל,בוב מנספילד מעסיק את אפל.,1,כן,1,כן,1,yes,1,yes
1504305,עורבני הפעמון,"עורבני הפעמון (שם מדעי: Strepera) הוא סוג של עופות משפחת הארטמיים החיים בדרום אוסטרליה ובאי טסמניה. למרות שמם ומראם הם אינם קרובים במיוחד לעורביים.
אורכם של עופות אלה 45–50 ס""מ והם בעלי ראש גדול, מקור שחור עבה ועין גדולה צהובה. הגוף כהה ברובו והכנפיים גדולות. הם מצויים הן על העצים והן על הקרקע.
עופות אלה חיים באזורים הקרירים יחסית של היבשת ואינם חיים במדבריות. הם אוכלי כל הניזונים מפירות שונים, פירות יער, חרקים, תולעים, נבלות ויצורים קטנים. רבים מהם שודדים קני עופות אחרים. הם עופות מתלהקים, ובתנאים טובים הם יכולים לנוע בלהקות של עד 100 פרטים.
==מינים==
*עורבני פעמון שחור (Strepera fuliginosa)
*עורבני פעמון צבוע (Strepera graculina)
*עורבני פעמון אפור (Strepera versicolor)",טסמניה,חלק מתוך,אוסטרליה,0,טסמניה חלק מתוך אוסטרליה,טסמניה הוא חלק מתוך אוסטרליה,טסמניה היא חלק מאוסטרליה.,1,כן,1,כן,1,yes,1,yes
1292964,פלפלה,"פלפלה (בספרדית: Palpalá) היא עיר בפרובינציית חוחוי בארגנטינה. העיר נמצאת במרחק של 13 קילומטרים דרום-מזרחית לסן סלבדור דה חוחוי, בירת הפרובינציה, ובמרחק של 1,686 קילומטרים צפון-מערבית לבואנוס איירס, בירת ארגנטינה.
==היסטוריה==
השם פלפלה הוא ככל הנראה עיוות של השם פספלה (Paspala), שמו של העמק בו נמצאת העיר בשפת קקאן.
פלפלה נוסדה באופן רשמי ב-17 באפריל 1948. בקרבת פלפה הוקם מפעל פלדה בשם ""אלטוס אורנוס ספלה"" שסיפק תעסוקה למתיישבים. בהמשך הגיעו לפלפלה מהגרים מסוריה, לבנון, ספרד, איטליה, צ'ילה ובוליביה אשר הגדילו את אוכלוסייתה.
ב-25 במאי 1972 פלפלה קיבלה מעמד רשמי של עיר.
==כלכלה==
בעשורים האחרונים של המאה ה-20 מפעל הפלדה ירד מחשיבותו ומאז כלכלת העיר מתבססת בעיקר על גידול טבק.",בוליביה,יחסים דיפלומטיים,צ'ילה,0,בוליביה יחסים דיפלומטיים צ'ילה,יש יחסים דיפלומטיים בין בוליביה ל-צ'ילה,בוליביה מנהלת יחסים דיפלומטיים עם צ'ילה.,0,לא,0,לא,0,no,0,no
1696816,ז'קט פרקה,"ז'קט פרקה הוא ז'קט באורך הירכיים עם כובע (המכונה ברדס או קפוצ'ון), בדרך כלל עמיד כנגד גשם. פעמים רבות, הוא מצויד בשרוכים או חוטי גומי המושחלים במותניים ובפתחי הידיים לכיווץ המפתחים.
מקור המילה פרקה בשפת ננט, שמקורה באיים הסמואיים. הפרקה דומה לאנוראק, שמקורו בגרינלנד. ההבדל ביניהם הוא שלרוב אנוראק עשוי מחומר עמיד למים וז'קט פרקה לרוב כולל גם ריפוד חם.
ז'קט פרקה שימש את הצבא האמריקאי במלחמת קוריאה. ז'קט פרקה של טייסים הפך למועדף באופנת המוד בשנות ה-60.
פרקה אזרחי יוצר בארצות הברית בשנות ה-80. הוא נקרא שנורקל פרקה כיוון שמחובר לו ברדס (קפוצ'ון) הניתן לשליפה.
היום ז'קט פרקה הוא פריט אופנתי המעוצב על ידי מעצבי צמרת.",ז'קט פרקה,תת-קבוצה של,ז'קט,1,ז'קט פרקה תת-קבוצה של ז'קט,ז'קט פרקה הוא תת-קבוצה של ז'קט,ז'קט פרקה הוא סוג של ז'קט.,1,כן,1,כן,1,yes,1,yes
1956313,פלוא בן ראובן,"פלוא הוא דמות מקראית, בנו השני של ראובן ונכדו השני של יעקב ושל לאה. לפלוא היו שלושה אחים: חנוך, חצרון וכרמי למשפחתו של פלוא קראו משפחת הפַּלֻּאִי.
הפרשנים מסבירים שפלוא הוא פלת, אביו של און בן פלת, אחד מבניו של פלוא הוא אליאב אביהם של דתן ואבירם.
השם פלוא, וכך גם השמות פליה ופלאיה, נגזרים מהשורש פ-ל-ה, שפירושו לשפוט או להבדיל. לשם פלוא יש את אותה המשמעות כמו יהושפט ושפטיה.
בפירוש שכל טוב מאת ר' מנחם בן שלמה על ספר בראשית, פרק מ""ו פסוק ט' מוזכר כי מקור השם הוא בכך שרוב בניו נתפלו מן העולם, כלומר מתו בלי בנים.
== הערות שוליים ==
קטגוריה:שבט ראובן",חצרון,אחים ואחיות,כרמי,1,חצרון אחים ואחיות כרמי,יש יחסי אחים בין חצרון ל-כרמי,חצרון וכרמי הם אחים.,1,כן,1,כן,1,yes,1,yes
1798751,מבצר לוהאגאר,"מבצר לוהאגאר (בהינדית: लोहागढ़ दुर्ग באנגלית: Iron Fort - מבצר הפלדה) הוא מבצר מהמאה ה-18 הממוקם בעיר באראטפור, שבמחוז ראג'סטאן, הודו.
המבצר נבנה בשנת 1733 על ידי קונוואר מהראג'ה סוראג' מאל, שהיה שליט באראטפור ותוכנן כך שיהיה בלתי ניתן לחדירה.
בשנת 1803, ניסה הלורד ג'רארג לייק (Gerard Lake) לפוצץ את המבצר באמצעות תחמושת רבה אך הניסיון נכשל.
בשנת 1805, הטיל הלורד לייק מצור על המבצר שנמשך יותר משישה שבועות.
== מאפיינים ==
המבצר נבנה על אי מלאכותי במרכז העיר וכולל מספר מבנים, חומותיו עשויות בוץ עבה שפגזי תותח שקעו בו וכל ניסיונות התקיפה נגדו עלו בתוהו.
אל המבצר ניתן להיכנס דרך שני שערים מרכזיים:
* השער הצפוני אשטאדהו (Ashtdhaatu) - נלקח מהמצודה האדומה לאחר כיבוש דלהי בשנת 1764.
* השער הדרומי צ'ובוראה (Chowburja) - מורכב מארבעה עמודים.",הינדי,מקום מוצא,ראג'סטאן,0,הינדי מקום מוצא ראג'סטאן,מקום המוצא של הינדי הוא ראג'סטאן,הינדי היא שפת המוצא של ראג'סטאן.,0,לא,0,לא,0,no,0,no
1696983,יומברו,"יומברו (באנגלית: Umbro) היא יצרנית בגדי ספורט, נעליים, וציוד לכדורגל בפרט, שנוסדה בשנת 1924 באנגליה. משרדי החברה הראשיים נמצאים בעיירה צ'ידל שבאנגליה ופעילותה של החברה בינלאומית.
יומברו מעצבת, מייצרת ומשווקת ציוד וסטים למדי כדורגל עבור קבוצות מקצועניות.
מוצריה נמכרים ביותר מ-90 מדינות ברחבי העולם.
מאז 2012 החברה נמצאת בבעלות התאגיד האמריקני Iconix Brand Group.
יומברו משמשת כחברת ההלבשה הרשמית של מועדוני הכדורגל אברטון, בורנמות' ווסטהאם יונייטד מהפרמייר ליג, נירנברג, שאלקה 04 וורדר ברמן מהבונדסליגה ועוד מועדונים בכירים ברחבי אירופה, כמו גם של מספר אתלטיים פרטיים ומשמשת גם כספונסר של מספר נבחרות לאומיות.
בישראל, משמשת יומברו כמלבישה הרשמית החל מעונת 2019/2020 של קבוצת הכדורגל בית""ר ירושלים מליגת העל, והחל מעונת 2023/2024 גם של קבוצת הפועל באר שבע.","בית""ר ירושלים",השתתף ב־,עונת 2019/2020,1,"בית""ר ירושלים השתתף ב־ עונת 2019/2020","הייתה השתתפות של בית""ר ירושלים ב-עונת 2019/2020","בית""ר ירושלים השתתפה בעונת 2019/2020.",0,לא,1,כן,1,yes,1,yes
1371444,R בדג זהב,"R בדג זהב (R Doradus, נקרא גם HD 29712) הוא ענק אדום משתנה מסוג מירה הנמצא במרחק של 178 שנות אור (54.6 פארסק) מכדור הארץ בקבוצת הכוכבים דג זהב וקרוב לקבוצת הכוכבים רשת. בהירותו הנראית של הכוכב נעה בין דרגה 6.6 לדרגה 4.8 ורדיוסו הוא 70 ± 515 מיליון ק""מ שהם 50 ± 370 רדיוסי שמש (3.46 יחידות אסטרונומיות). לו הוא היה ממוקם במרכז מערכת השמש הוא היה עולה על מסלולו של מאדים ועל רוב מסלולה של חגורת האסטרואידים.
לכוכב קוטר זוויתי מדיד בין הגדולים ביותר בכל השמים (0.052″ – 0.062″).
לכוכב עוצמת הארה הגדולה פי 6,500 מזו של השמש ומסה של 1.2 מסות שמש. אורך מחזור השינוי באורו של הכוכב אורך 340 יממות והטמפרטורה שלו היא 2,740 קלווין. הכוכב בעל סיווג ספקטרלי של M8IIIe.",R בדג זהב,קבוצת כוכבים,דג זהב,1,R בדג זהב קבוצת כוכבים דג זהב,R בדג זהב ממוקם בקבוצת הכוכבים דג זהב,R בדג זהב היא קבוצת כוכבים המזכירה דג זהב.,1,כן,1,כן,1,yes,1,yes
216798,עמנואל אמוניקה,"עמנואל אמוניקה (נולד ב-25 בדצמבר 1970 בניגריה) הוא כדורגלן עבר ניגרי ששיחק בעמדת החלוץ ומאמן את נבחרת טנזניה.
אמוניקה השתתף עם נבחרת ניגריה בכדורגל במונדיאל 1994 ו-1998. כמו כן היה שותף לזכייה במדליית הזהב בטורניר הכדורגל של אולימפיאדת אטלנטה (1996).
קריירת המשחק שלו לקחה אותו למצרים ולמועדוני צמרת אירופיים כספורטינג ליסבון וברצלונה. בשיאו נבחר לכדורגלן השנה באפריקה לשנת 1994.",עמנואל אמוניקה,חבר בקבוצת ספורט,ברצלונה,1,עמנואל אמוניקה חבר בקבוצת ספורט ברצלונה,עמנואל אמוניקה משתייך לקבוצת הספורט ברצלונה,עמנואל אמוניקה משחק בקבוצת הכדורסל ברצלונה.,1,כן,1,כן,1,yes,1,yes
2003465,Home with You,"Home with You (בעברית: בית איתך) הוא שיר שהוקלט על ידי הזמרת האמריקאית מדיסון ביר. הוא יצא לאור ב-2 בפברואר 2018, כסינגל השלישי מהמיני-אלבום הראשון שלה, ""As She Pleases"" (2018).
== הרכב ==
השיר תואר כ""המנון ביטחון עצמי"" על ביט טרופי. התוכן הלירי של השיר עוסק באישה שעומדת על שלה ולא נכנעת לרצונותיו המיניים של אדם אחר. פזמון השיר מורכב מהמילים: (בעברית: ).
== ביקורות ==
מייק ניד מאידולייטור כינה את השיר והקליפ ""רצועה תוססת שבוודאי תהדהד עם מעריצי הזמרת"". ב-MTV בריטניה כתב כי השיר מכיל ""נימה עוצמתית ונוקבת - ועם זאת כה טובה לריקוד ולשירה"".
== הצלחה במצעדים ==
בשיאו, הגיע ""Home with You"" למקום ה-22 במצעד המיינסטרים 40 האמריקאי, אם כי לא הצליח להופיע למצעד הבילבורד הוט 100. במצעד הקנדה הוט 100, הגיע השיר בשיאו למקום ה-34.",בית איתך,אמן מבצע,מדיסון ביר,1,בית איתך אמן מבצע מדיסון ביר,האמן המבצע של בית איתך הוא מדיסון ביר,בית איתך מבצע את מדיסון ביר.,1,כן,1,כן,1,yes,1,yes
1437966,עונת 2000 בגביע ליברטדורס,"עונת 2000 ב[[גביע ליברטדורס]] הייתה העונה ה-41 של התחרות הדרום-אמריקאית לקבוצות כדורגל והיא אורגנה על ידי CONMEBOL. המשחק הראשון התקיים ב-15 בפברואר 2000 ותחרות הסתיימה ב-21 ביוני 2000. בתחרות השתתפו 34 קבוצות מ-10 מדינות חברי הארגון ומקסיקו. 
התחרות הסתיימה בניצחון של בוקה ג'וניורס בפעם השלישית בתולדות המועדון. 
==מתכונת התחרות==
לאחר השלב המוקדם בו העפילו לשלב הבתים נציגי מקסיקו (נציגי ונצואלה הפסידו) בשלב הבתים של התחרות השתתפו 32 קבוצות:
* ברזיל - 5
* ארגנטינה - 4
* אורוגוואי, פרו, אקוודור, בוליביה, צ'ילה, פרגוואי, קולומביה - 3
* מקסיקו - 2
בשלב הראשון הקבוצות חולקו ל-8 בתים, שתי קבוצות בכל בית עלו לשלב השני. החל משלב השני הקבוצות שיחקו בשיטת נוקאאוט. 
במידה ומספר קבוצות בבית זכו באותו מספר נקודות הקבוצות ביצעו סדרת בעיטות עונשין. 
בכל השלבים נערכו משחק בית ומשחק חוץ. על הניצחון הוענקו שתי נקודות.",ברזיל,גובל עם,ונצואלה,0,ברזיל גובל עם ונצואלה,ברזיל גובל ב-ונצואלה,ברזיל גובלת בוונצואלה.,0,לא,0,לא,0,no,0,no
597615,קוברה הודית,"קוברה הודית (מכונה גם קוברת המשקפיים; שם מדעי: ""Naja naja"") הוא מין של נחש ממשפחת הפתניים שבסדרת הקשקשאים. הקוברה ההודית נפוצה בעיקר בהודו והיא מוגנת תחת חוק שימור חיות הבר שנחקק בפרלמנט ההודי ב-1972. 
הקוברה ההודית בעלת ארס חזק מאוד והוא מסוגל להרוג בן אדם כבר לאחר 30 דקות אם לא ניתן טיפול רפואי.
כל שנה הקוברה ההודית מכישה למעלה מ-100,000 אנשים רק בהודו וגורמת למותם של 30 איש בהודו. קוברה הודית נמנת עם 4 נחשים האחראים על רוב ההכשות הקטלניות בעולם המכונים בעולם כ""ארבעת הגדולים"".
אורכו הממוצע של הנחש הוא 1-1.5 מטר, אך עשוי לגדול עד לאורך מקסימלי של 2.2 מטר.
הקוברה תוארה על ידי החוקר קארולוס ליניאוס ב-1758.",קוברת המשקפיים,רמה טקסונומית,מין,1,קוברת המשקפיים רמה טקסונומית מין,הרמה הטקסונומית של קוברת המשקפיים היא מין,קוברת המשקפיים היא מין של ציפור.,1,כן,1,כן,1,yes,1,yes
1493262,עונת 1935/1936 בסרייה א',"עונת 1935/1936 בסרייה א' הייתה העונה ה-36 של התחרות שאורגנה על ידי התאחדות הכדורגל האיטלקית. המשחקים החלו ב-22 בספטמבר 1935 והסתיימו ב-10 במאי 1936. 
בליגה השתתפו 16 קבוצות. התחרות התקיימה בשיטת ליגה עם משחקי בית ומשחקי חוץ. עבור הניצחון הוענקו שתי נקודות ונקודה עבור תוצאת תיקו.
גנואה ובארי היו הקבוצות שהעפילו מליגת משנה.
בולוניה זכתה באליפות בפעם השלישית בתולדות המועדון.
בסיום העונה לליגת משנה ירדו פלרמו וברשה. במקום הקבוצות שירדו לסרייה א' העפילו לוקזה ונובארה.
==טבלת הליגה==
==כדורגלנים מצטיינים==
ג'וזפה מאצה שחנה של אמברוזיאנה כבש 25 שערים וזכה בתואר מלך השערים. זאת בפעם השנייה בקריירה.",עונת 1935/1936 בסרייה א',קבוצות משתתפות,אמברוזיאנה,1,עונת 1935/1936 בסרייה א' קבוצות משתתפות אמברוזיאנה,ישנה השתתפות של אמברוזיאנה ב-עונת 1935/1936 בסרייה א',אמברוזיאנה השתתפה בעונת 1935/1936 בסרייה א'.,0,לא,0,לא,1,yes,1,yes
1562569,"סק""א מינסק","סק""א מינסק (מועדון הספורט הצבאי מינסק; בבלארוסית: Гандбольны клуб СКА-Мінск) היא קבוצת כדוריד מהעיר מינסק שבבלארוס והיא משחקת בליגה הבלארוסית בכדוריד.
הקבוצה נוסדה בשנת 1976 ומאז היא קבוצת פאר שמשחקת ברמות הגבוהות באירופה.
== תארים==
*ליגת האלופות (3): 1987, 1989, 1990
*גביע המחזיקות: 1983, 1988
*הסופרקאפ האירופי: 1989
*גביע האתגר: 2013
*ליגת העל הסובייטית בכדוריד/ליגת העל הבלארוסית בכדוריד (16): 1981, 1984, 1985, 1986, 1988, 1989, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002
*הגביע הסובייטי/הגביע הבלארוסי (12) — 1980, 1981, 1982, 1998, 1999, 2000, 2001, 2006, 2012, 2019, 2022, 2023",מינסק,בירה של,בלארוס,0,מינסק בירה של בלארוס,מינסק היא הבירה של בלארוס,מינסק היא בירת בלארוס.,0,לא,0,לא,0,no,0,no
1950845,שעון מוסקבה,"שעון מוסקבה (ברוסית: Московское время) הוא אזור זמן בו שוכנת בירת הפדרציה הרוסית - העיר מוסקבה.
אזור הזמן פועל ברוב אזורי החלק האירופי של רוסיה. מ-26 באוקטובר 2014 זה תואם את אזור זמן UTC + 3, מ־27 במרץ 2011 ל־25 באוקטובר 2014 זה תאם את אזור זמן UTC + 4.
זמן מוסקבה משמש לתזמון רכבות, ספינות וכו' ברחבי רוסיה, אך נסיעות מטוס מתוזמנות לפי זמן מקומי. ברוסיה מכריזים לעיתים קרובות בתחנות הרדיו כזמן מוסקבה. תיאורים של אזורי זמן ברוסיה מבוססים לרוב על זמן מוסקבה ולא על זמן אוניברסלי מתואם. לדוגמה, יקוטסק (UTC + 09: 00) אמור להיות MSK + 6 ברוסיה.
בתקופת ברית המועצות, רפובליקות סובייטיות שממקמות בחלק האירופי של ברית המועצות פעלו לפי ""שעון מוסקבה"". לאחר התפרקות ברית המועצות הן עברו לזמן בהתאם להחלטות שהתקבלו על ידי הממשלות. רק בלארוס המשיכה להתנהל לפי ""שעון מוסקבה"".
לאחר פלישת רוסיה לאוקראינה שטחים שנמצאים בשליטה רוסית עברו ל""זמן מוסקבה"".",הפדרציה הרוסית,חלוקה משנית,מוסקבה,1,הפדרציה הרוסית חלוקה משנית מוסקבה,מוסקבה הוא חלוקה משנית של הפדרציה הרוסית,מוסקבה היא חלק מהפדרציה הרוסית.,0,לא,0,לא,0,no,0,no
926721,לואי רנו,"לואי רֶנוֹ (בצרפתית: Louis Renault; 21 במאי 1843 – 8 בפברואר 1918) היה משפטן צרפתי, וחתן פרס נובל לשלום לשנת 1907, במשותף עם ארנסטו תאודורו מונטה האיטלקי.
==ביוגרפיה==
רנו נולד בעיר אוטן אשר בחבל בורגון בצרפת. החל משנת 1868 שימש כפרופסור בפקולטות למשפטים של האוניברסיטאות בדיז'ון ופריז. ב-1890 מונה ליועץ המשפטי של משרד החוץ הצרפתי, ועיקר עבודתו התמקדה בבחינת מדיניות החוץ של צרפת באור המשפט הבינלאומי. במסגרת תפקידו השתתף רנו בשתי ועידות השלום בהאג ב-1899 וב-1907. באותה שנה זכה להכרה על פועלו כשהוכרז כחתן פרס נובל לשלום, ביחד עם ארנסטו תאודרו מונטה.
רנו שימש גם כבורר ומפשר בסכסוכים בינלאומיים וחיבר מספר דו""חות בתחום, כמו בפלישה הגרמנית לבלגיה ולוקסמבורג ב-1917.",לואי רֶנוֹ,עיסוק,משפטן,1,לואי רֶנוֹ עיסוק משפטן,העיסוק של לואי רֶנוֹ הוא משפטן,לואי רנו היה משפטן.,1,כן,1,כן,1,yes,1,yes
2342187,Diamanti grezzi,"""Diamanti grezzi"" (בעברית: ""יהלומי גלם"") הוא שיר שהוקלט על ידי הזמרת האיטלקייה קלרה. הוא יצא לאור ב-7 בפברואר 2024 בהוצאת חברת התקליטים וורנר מיוזיק איטליה, כסינגל מתוך אלבום הבכורה שלה, ""Primo"".
השיר הגיע למקום ה-12 במצעד הסינגלים האיטלקי.
== רקע וכתיבה ==
השיר נכתב על ידי המבצעת, אלסנדרו לה קאבה ופרנצ'סקו קטיטי. בסמוך לצאתו עלה השיר לרשת הזרמת המדיה ספוטיפיי, שם הצליח לצבור למעלה מ-29 מיליון השמעות.
""Diamanti grezzi"" היה שירה של קלרה לפסטיבל סן רמו השנתי, הקדם האיטלקי לאירוויזיון 2024, שהתקיים במאלמה שבשוודיה. הוא הגיע למקום ה-24.
== וידאו קליפ ==
הווידאו קליפ הרשמי של השיר פורסם ב-7 בפברואר 2024.
נכון ליוני 2024 עומד מונה הצפיות של הקליפ על למעלה מ-9.6 מיליון צפיות.",קלרה,אזרחות,איטליה,1,קלרה אזרחות איטליה,האזרחות של קלרה היא איטליה,קלרה היא אזרחית איטליה.,0,לא,0,לא,0,no,0,no
1797772,הר קארבון,"הר קארבון או הר קארבונה (באנגלית: Mount Carbone) הוא הר בהרי פיליפס ברכסי פורד בארץ מרי בירד, שבאנטארקטיקה.
ההר ממוקם 6 קילומטרים מזרחית מהר פייג'.
גובהו של ההר 579 מטרים מעל פני הים; ההר הוא ההר ה-4,970 בגובהו באנטארקטיקה.
== היסטוריה ==
=== גילוי ההר ===
ההר התגלה משלחת המחקר של ריצ'רד בירד בין השנים 1928–1930.
ההר צולם מן האוויר בטיסות שנערכו על ידי משלחת המחקר של בירד ומופה על בסיס תצלומי אוויר אלה.
=== מקור השם ===
שמו של ההר ניתן לו על ידי הוועדה המייעצת לשמות אנטארקטיים.
ההר נקרא על שמו של אל קארבון (Al Carbone), שהיה טבח חבר במשלחת בירד.",הר קארבון,מופע של,הר,1,הר קארבון מופע של הר,הר קארבון הוא סוג של הר,הר קארבון הוא הר.,1,כן,1,כן,1,yes,1,yes
93204,מתכת למחצה,"המתכות למחצה (או מטלואידים) מהוות את אחד משלושת הסוגים של היסודות, שכוללים גם מתכות ואל מתכות. למתכות למחצה תכונות ביניים בין מתכות ואל מתכות. אין דרך מיוחדת להבדיל בין מתכת למחצה למתכת רגילה. ההבדל העיקרי הוא שמתכות למחצה הן בדרך כלל מוליכות למחצה, בעוד מתכות רגילות הן מוליכות. מטלואידים מוספים לעיתים לסגסוגות. 
המתכות למחצה הידועות הן:
* בור (B)
* צורן (Si)
* גרמניום (Ge)
* ארסן (As)
* אנטימון (Sb)
* טלור (Te)
* פולוניום (Po)
בטבלה המחזורית, המתכות למחצה נמצאות לאורך קו אלכסון שמתחיל בבור ונגמר באסטטין. יסודות שנמצאים מעל קו זה הם אל מתכות ויסודות שנמצאים מתחת לקו זה הם מתכות.",אל מתכות,תת-קבוצה של,יסוד,1,אל מתכות תת-קבוצה של יסוד,אל מתכות הוא תת-קבוצה של יסוד,אל מתכות הן תת-קבוצה של יסודות.,1,כן,1,כן,1,yes,1,yes
1691014,היפופוטם אנתיקוס,"היפופוטם אנתיקוס (שם מדעי: ""Hippopotamus antiquus"") הוא מין של מכפיל פרסה נכחד ממשפחת ההיפופוטמיים אשר חי ברחבי אירופה בתקופת הפליסטוקן שלפני עידן הקרח האחרון ולא שרד עד לתקופת ההולוקן, אולי כתוצאה מציד אנושי. מאובניו נחקרו ב-1822 בידי החוקר הצרפתי אנסלם גטאן דסמרסט והתגלו בספרד, בריטניה, יוון ונהר הריין שבגרמניה והוא היה אחד מההיפופוטמים שהיגרו מאפריקה לאירופה, אולי כתוצאה מרעב ונדידה מרובה.
היפופוטם פרהיסטורי זה דמה במראהו להיפופוטם גורגופס והגיע גם הוא לאורך של ארבעה מטרים, לגובה של מעל שני מטר בכתפיים ולמשקל קרוב לארבע טונות, הרבה יותר מההיפופוטם המצוי. הוא היה בעל מבנה לסתות ענקיות בעלות שיניים חדות, באמצעותם נלחם מול יריביו על נקבות, בדומה להיפופוטמים מודרניים.",בריטניה,יחסים דיפלומטיים,יוון,0,בריטניה יחסים דיפלומטיים יוון,יש יחסים דיפלומטיים בין בריטניה ל-יוון,בריטניה מנהלת יחסים דיפלומטיים עם יוון.,0,לא,0,לא,0,no,0,no
1853254,סורת אל-בלד,"סורת אל-בלד (בערבית: سورة البلد) היא הסורה ה-90 בקוראן והיא מורכבת מ-20 פסוקים.
== שם הסורה ==
משמעות שמעה של הסורה היא ""העיר"", והכוונה היא לעיר מכה. שם הסורה לקוחה מהפסוק הראשון בסורה.
== נושא הסורה ==
על פי חלק מפרשני הקוראן, הנושא העיקרי של סורת אל-בלד הוא מקומו של האדם בעולם, ומקומו של העולם ביחס לאדם. כמו כן, גורסים פרשני הקוראן כי הסורה נועדה להמליץ לאדם ללכת בשביל שלכאורה נסלל עבורו על ידי האל, ולהתרחק מהדרכים אשר לכאורה מעוררות את זעמו של האל.
לפי המסורת האסלאמית, הסורה נפתחת בשבועה בעיר מכה, כדי להפגין את קדושתה של העיר.
נוסף על כך, הסורה מציגה לכאורה חלק מהחסדים שאללה ברא עבור בני האדם.",קוראן,מכיל חלקים מסוג,סורה,1,קוראן מכיל חלקים מסוג סורה,קוראן מכיל חלקים מסוג סורה,הקוראן מכיל סורות.,1,כן,1,כן,1,yes,1,yes
